1501, 1413, 1646, 1658
1501, 1413, 1658, 1689
1407, 1312, 1413, 1689
1407, 1078, 1413, 1501
1147, 1078, 1413, 1501
1407, 1078, 1312, 1413
1147, 1413, 1501, 1508
1501, 1413, 1508, 1646
1413, 1646, 1655, 1658
1477, 1573, 1670, 1791
1477, 1573, 1791, 1828
1573, 1670, 1724, 1847
1573, 1670, 1791, 1847
1573, 1791, 1828, 1847
901, 1120, 804, 1158
1158, 804, 945, 1346
549, 762, 804, 901
1439, 1511, 1595, 1749
1439, 1361, 1511, 1595
1439, 1154, 1361, 1511
1361, 1511, 1595, 1659
1511, 1493, 1738, 1846
